"urbrur","roof","walls","water","electcon","relat","sex","age","hhcivil","expend","income","savings","ori_hid","sampling_weight","household_weights"
"841",2,"2","3",4,4,3,"2",7,1,49688691,35400000,2240518,166,100,16.6666666666667
"842",2,"2","3",4,4,3,"2",2,1,14573838,79100000,6957673,166,100,16.6666666666667
"843",2,"2","3",4,4,3,"1",0,1,55361986,77100000,5011074,166,100,16.6666666666667
"844",2,"2","3",4,4,3,"2",4,1,30145913,6963679,3137655,166,100,16.6666666666667
"845",2,"2","3",4,4,1,"2",63,4,52019888,78300000,5062844,167,100,33.3333333333333
"846",2,"2","3",4,4,3,"1",30,1,29481858,60700000,2365731,167,100,33.3333333333333
"847",2,"2","3",4,4,3,"2",17,1,72310311,66300000,7619240,167,100,33.3333333333333
"848",2,"2","3",4,4,1,"1",36,2,54767537,42700000,8658460,168,100,16.6666666666667
"849",2,"2","3",4,4,2,"2",37,2,87848163,79200000,6082596,168,100,16.6666666666667
"850",2,"2","3",4,4,3,"1",9,1,20976992,14300000,2417668,168,100,16.6666666666667
"851",2,"2","3",4,4,3,"1",17,1,36971661,75400000,3598867,168,100,16.6666666666667
"852",2,"2","3",4,4,3,"2",11,1,92645162,89400000,9865523,168,100,16.6666666666667
"853",2,"2","3",4,4,3,"2",2,1,11284072,14300000,2063367,168,100,16.6666666666667
"854",2,"2","3",4,4,1,"2",61,4,28243536,38100000,9552422,169,100,50
"855",2,"2","3",4,4,3,"1",27,1,68000889,57900000,7769543,169,100,50
"856",2,"4","3",4,1,1,"1",56,2,3094843,89100000,9531268,170,100,33.3333333333333
"857",2,"4","3",4,1,2,"2",55,2,2104388,57500000,9600999,170,100,33.3333333333333
"858",2,"4","3",4,1,3,"1",25,1,95173615,43600000,6132840,170,100,33.3333333333333
"859",2,"4","3",4,1,1,"1",62,2,11387175,95300000,5574911,171,100,20
"860",2,"4","3",4,1,2,"2",60,2,30047870,28500000,6467771,171,100,20
"861",2,"4","3",4,1,3,"2",30,1,50504774,16800000,9848848,171,100,20
"862",2,"4","3",4,1,3,"1",26,1,7282156,1.9e+07,9387169,171,100,20
"863",2,"4","3",4,1,3,"2",28,1,45089954,78200000,9796267,171,100,20
"864",2,"4","3",4,1,1,"2",59,4,34417191,52700000,13394.68,172,100,33.3333333333333
"865",2,"4","3",4,1,3,"1",23,1,22247255,77500000,1282530,172,100,33.3333333333333
"866",2,"4","3",4,1,3,"1",20,1,97480237,66800000,3236404,172,100,33.3333333333333
"867",2,"4","3",4,1,1,"1",58,2,98962420,43800000,8794907,173,100,25
"868",2,"4","3",4,1,2,"2",57,2,59010834,2e+07,7774139,173,100,25
"869",2,"4","3",4,1,3,"2",28,1,86180478,88600000,8701949,173,100,25
"870",2,"4","3",4,1,3,"2",20,1,95383030,21400000,4475066,173,100,25
"871",2,"4","9",4,1,1,"1",51,2,70886976,56900000,4375672,174,100,20
"872",2,"4","9",4,1,2,"2",43,2,49519795,1791372,8972424,174,100,20
"873",2,"4","9",4,1,3,"1",16,1,17764066,63300000,9833730,174,100,20
"874",2,"4","9",4,1,3,"1",19,1,99813694,5.7e+07,1271606,174,100,20
"875",2,"4","9",4,1,3,"2",13,1,95323306,96800000,4891758,174,100,20
"876",2,"4","3",4,4,1,"1",36,3,92232114,70600000,9468498,175,100,100
"877",2,"4","3",4,1,1,"1",34,2,49889678,21600000,6663330,176,100,16.6666666666667
"878",2,"4","3",4,1,2,"2",34,2,75517040,18800000,4089763,176,100,16.6666666666667
"879",2,"4","3",4,1,3,"2",13,1,23096626,15300000,9473537,176,100,16.6666666666667
"880",2,"4","3",4,1,3,"1",8,1,61655420,49500000,7772694,176,100,16.6666666666667
"881",2,"4","3",4,1,3,"1",5,1,96472079,54800000,4044139,176,100,16.6666666666667
"882",2,"4","3",4,1,3,"1",2,1,23213945,57900000,3944006,176,100,16.6666666666667
"883",2,"4","3",5,4,1,"1",48,2,36908016,96500000,5829594,177,100,14.2857142857143
"884",2,"4","3",5,4,2,"2",45,2,46579078,72800000,8901646,177,100,14.2857142857143
"885",2,"4","3",5,4,3,"2",11,1,21168388,43300000,2819407,177,100,14.2857142857143
"886",2,"4","3",5,4,3,"1",2,1,5625598,83200000,6251963,177,100,14.2857142857143
"887",2,"4","3",5,4,3,"1",16,1,54567540,76200000,6820038,177,100,14.2857142857143
"888",2,"4","3",5,4,3,"1",20,1,50590664,36800000,5679929,177,100,14.2857142857143
"889",2,"4","3",5,4,3,"2",8,1,92064333,21500000,1540872,177,100,14.2857142857143
"890",2,"4","3",5,1,1,"2",49,4,92760456,24700000,6613112,178,100,50
"891",2,"4","3",5,1,3,"2",20,1,35240036,43100000,7331078,178,100,50
"892",2,"4","3",5,4,1,"1",32,2,88105780,40700000,9593050,179,100,20
"893",2,"4","3",5,4,2,"2",30,2,82745922,10100000,2825923,179,100,20
"894",2,"4","3",5,4,3,"2",5,1,24349990,38800000,8302357,179,100,20
"895",2,"4","3",5,4,3,"1",7,1,62103361,1561357,8790851,179,100,20
"896",2,"4","3",5,4,3,"2",2,1,1099610,25300000,3710598,179,100,20
"897",2,"4","3",5,1,1,"2",55,4,11424021,60300000,3520061,180,100,50
"898",2,"4","3",5,1,3,"1",19,1,33739179,29400000,5909081,180,100,50
"899",2,"4","2",5,1,1,"1",35,2,50985646,50400000,6283149,181,100,16.6666666666667
"900",2,"4","2",5,1,2,"2",34,2,12312213,7220934,9256774,181,100,16.6666666666667
"901",2,"4","2",5,1,3,"2",4,1,2406707,52800000,7094133,181,100,16.6666666666667
"902",2,"4","2",5,1,3,"2",11,1,74955279,58600000,9294016,181,100,16.6666666666667
"903",2,"4","2",5,1,3,"1",9,1,51236427,52300000,4884525,181,100,16.6666666666667
"904",2,"4","2",5,1,3,"2",7,1,63672400,36500000,702778.2,181,100,16.6666666666667
"905",2,"4","3",5,1,1,"1",55,2,58199316,95100000,7104337,182,100,33.3333333333333
"906",2,"4","3",5,1,2,"2",50,2,93384176,18600000,1906883,182,100,33.3333333333333
"907",2,"4","3",5,1,3,"2",13,1,80161220,39300000,9357757,182,100,33.3333333333333
"908",2,"4","3",5,4,1,"2",60,4,55675018,76800000,954542.3,183,100,100
"909",2,"4","3",5,4,1,"2",50,4,88362646,19700000,6328041,184,100,25
"910",2,"4","3",5,4,3,"1",13,1,18344091,74700000,1293763,184,100,25
"911",2,"4","3",5,4,3,"2",15,1,52825993,24100000,3382295,184,100,25
"912",2,"4","3",5,4,3,"2",11,1,71959299,72900000,5060559,184,100,25
"913",2,"4","3",5,4,1,"1",36,2,94093299,38500000,1471819,185,100,14.2857142857143
"914",2,"4","3",5,4,2,"2",34,2,46494234,78700000,8687959,185,100,14.2857142857143
"915",2,"4","3",5,4,3,"2",8,1,61748374,77300000,3773377,185,100,14.2857142857143
"916",2,"4","3",5,4,3,"2",10,1,17922132,14300000,5323213,185,100,14.2857142857143
"917",2,"4","3",5,4,3,"1",3,1,83276057,84300000,926689.1,185,100,14.2857142857143
"918",2,"4","3",5,4,3,"1",13,1,40424722,8970224,118990.4,185,100,14.2857142857143
"919",2,"4","3",5,4,3,"2",6,1,82046837,51400000,7246953,185,100,14.2857142857143
"920",2,"4","3",5,1,1,"1",32,2,5168431,10100000,993814.9,186,100,25
"921",2,"4","3",5,1,2,"2",24,2,16911568,96200000,5660880,186,100,25
"922",2,"4","3",5,1,3,"2",0,1,76067168,2014528,2403652,186,100,25
"923",2,"4","3",5,1,3,"1",4,1,30036944,88100000,2529305,186,100,25
"924",2,"4","3",5,4,1,"1",37,2,78488737,52300000,2220366,187,100,25
"925",2,"4","3",5,4,2,"2",36,2,60607791,79900000,618976.4,187,100,25
"926",2,"4","3",5,4,3,"1",9,1,82618988,50400000,8388443,187,100,25
"927",2,"4","3",5,4,3,"2",5,1,3896020,41700000,673516.8,187,100,25
"928",2,"4","2",5,1,1,"1",40,2,10162761,72200000,727905.3,188,100,14.2857142857143
"929",2,"4","2",5,1,2,"2",38,2,32802600,89400000,5794180,188,100,14.2857142857143
"930",2,"4","2",5,1,3,"2",16,1,95415920,18700000,3486820,188,100,14.2857142857143
"931",2,"4","2",5,1,3,"2",5,1,21374087,40400000,5080568,188,100,14.2857142857143
"932",2,"4","2",5,1,3,"2",12,1,80481619,92300000,9120741,188,100,14.2857142857143
"933",2,"4","2",5,1,3,"1",9,1,53267354,91300000,7328666,188,100,14.2857142857143
"934",2,"4","2",5,1,3,"1",14,1,52258271,3.9e+07,6561821,188,100,14.2857142857143
"935",2,"4","3",3,4,1,"1",28,2,35870197,73600000,9356965,189,100,33.3333333333333
"936",2,"4","3",3,4,2,"2",27,2,96099782,5216383,3967641,189,100,33.3333333333333
"937",2,"4","3",3,4,6,"2",69,4,13233958,8.8e+07,776288.4,189,100,33.3333333333333
"938",2,"4","3",5,1,1,"1",45,2,21716522,5969665,4006628,190,100,25
"939",2,"4","3",5,1,2,"2",52,2,9527206,89800000,874220.1,190,100,25
"940",2,"4","3",5,1,3,"2",11,1,89958781,4643950,7044204,190,100,25
"941",2,"4","3",5,1,3,"2",16,1,81008744,70800000,7913970,190,100,25
"942",2,"4","3",5,4,1,"2",45,4,84597391,24600000,9141169,191,100,33.3333333333333
"943",2,"4","3",5,4,3,"2",26,1,43480432,11100000,43716.3,191,100,33.3333333333333
"944",2,"4","3",5,4,3,"2",26,1,28667748,75800000,7320912,191,100,33.3333333333333
"945",2,"4","2",3,1,1,"1",60,2,72112972,88200000,5750.125,192,100,16.6666666666667
"946",2,"4","2",3,1,2,"2",50,2,36457887,8106613,3713530,192,100,16.6666666666667
"947",2,"4","2",3,1,3,"1",22,1,62259912,6.8e+07,5006935,192,100,16.6666666666667
"948",2,"4","2",3,1,3,"1",24,2,17241216,16800000,2686914,192,100,16.6666666666667
"949",2,"4","2",3,1,3,"2",11,1,96671385,97500000,8791643,192,100,16.6666666666667
"950",2,"4","2",3,1,3,"1",6,1,69531155,17100000,7342531,192,100,16.6666666666667
"951",1,"4","2",3,1,1,"1",65,4,96583223,4971496,6164733,193,100,100
"952",1,"4","2",3,1,1,"1",45,2,22918625,92600000,3581975,194,100,20
"953",1,"4","2",3,1,2,"2",40,2,98196131,71100000,6616027,194,100,20
"954",1,"4","2",3,1,3,"2",15,1,35903928,72600000,5085479,194,100,20
"955",1,"4","2",3,1,3,"1",17,1,58425945,56600000,9934397,194,100,20
"956",1,"4","2",3,1,3,"2",19,1,90843016,78200000,5814345,194,100,20
"957",1,"4","2",3,1,1,"1",41,2,42304254,71700000,1549395,195,100,33.3333333333333
"958",1,"4","2",3,1,2,"2",20,2,68217695,50100000,758280.9,195,100,33.3333333333333
"959",1,"4","2",3,1,3,"1",11,1,43716735,36400000,5269144,195,100,33.3333333333333
"960",1,"4","2",3,1,1,"1",38,2,51805419,68700000,2585195,196,100,50
"961",1,"4","2",3,1,2,"2",35,2,98917317,96800000,1858319,196,100,50
"962",1,"4","2",3,1,1,"2",34,3,63884938,92600000,6607068,197,100,33.3333333333333
"963",1,"4","2",3,1,3,"1",3,1,75698721,5.7e+07,4244263,197,100,33.3333333333333
"964",1,"4","2",3,1,3,"2",6,1,8919470,28600000,4406086,197,100,33.3333333333333
"965",1,"4","2",3,1,1,"2",45,4,16711070,4.6e+07,9700412,198,100,20
"966",1,"4","2",3,1,3,"1",21,1,36795446,77400000,9728826,198,100,20
"967",1,"4","2",3,1,3,"1",18,1,82585460,82200000,6072712,198,100,20
"968",1,"4","2",3,1,3,"1",15,1,38741431,93200000,460962.9,198,100,20
"969",1,"4","2",3,1,3,"2",23,1,31003702,11200000,8163157,198,100,20
"970",1,"4","2",3,1,1,"1",29,2,29134774,60100000,4503244,199,100,50
"971",1,"4","2",3,1,2,"2",27,2,43479425,50300000,7946963,199,100,50
"972",1,"4","2",3,1,1,"1",37,2,72892642,72700000,8018407,200,100,12.5
"973",1,"4","2",3,1,2,"2",35,2,20839131,58500000,3222234,200,100,12.5
"974",1,"4","2",3,1,3,"2",10,1,41007286,85700000,6805017,200,100,12.5
"975",1,"4","2",3,1,3,"1",8,1,34014836,7790011,5853291,200,100,12.5
"976",1,"4","2",3,1,3,"1",6,1,38949585,16400000,7770635,200,100,12.5
"977",1,"4","2",3,1,3,"1",2,1,11844231,57800000,277246.4,200,100,12.5
"978",1,"4","2",3,1,3,"1",4,1,12257870,32300000,3436014,200,100,12.5
"979",1,"4","2",3,1,3,"1",12,1,40186894,26400000,2204693,200,100,12.5
"980",1,"4","2",3,1,1,"1",38,2,31487173,90900000,2187835,201,100,25
"981",1,"4","2",3,1,2,"2",36,2,58244413,46900000,8603273,201,100,25
"982",1,"4","2",3,1,3,"1",17,1,22241400,82800000,3352233,201,100,25
"983",1,"4","2",3,1,3,"1",18,1,349849,70900000,6290694,201,100,25
"984",1,"4","2",3,1,1,"1",44,2,44042069,83400000,9964492,202,100,12.5
"985",1,"4","2",3,1,2,"2",40,2,36516395,2.1e+07,6966151,202,100,12.5
"986",1,"4","2",3,1,3,"2",10,1,22044361,73400000,2135954,202,100,12.5
"987",1,"4","2",3,1,3,"1",8,1,40029112,88200000,4008563,202,100,12.5
"988",1,"4","2",3,1,3,"1",12,1,84222454,33900000,8780370,202,100,12.5
"989",1,"4","2",3,1,3,"2",16,1,36149287,87900000,8948578,202,100,12.5
"990",1,"4","2",3,1,3,"1",14,1,70526129,18300000,6849873,202,100,12.5
"991",1,"4","2",3,1,3,"2",6,1,89992696,14900000,5920453,202,100,12.5
"992",1,"4","3",3,1,1,"1",32,2,58599013,64300000,5039609,203,100,50
"993",1,"4","3",3,1,2,"2",22,2,96557575,95200000,2891418,203,100,50
"994",1,"4","2",3,1,1,"1",45,2,62249726,31800000,80173.78,204,100,20
"995",1,"4","2",3,1,2,"2",41,2,38574296,5.9e+07,8735709,204,100,20
"996",1,"4","2",3,1,3,"2",11,1,57168853,1.5e+07,3567114,204,100,20
"997",1,"4","2",3,1,3,"2",15,1,24652708,19300000,9900856,204,100,20
"998",1,"4","2",3,1,3,"2",13,1,75848275,7821322,6023178,204,100,20
"999",1,"4","3",3,1,1,"1",65,2,71297097,17700000,5523252,205,100,50
"1000",1,"4","3",3,1,2,"2",60,2,64352971,97700000,9958305,205,100,50
"1001",1,"4","3",3,1,1,"1",50,2,89100260,69700000,9524112,206,100,25
"1002",1,"4","3",3,1,2,"2",45,2,56946832,280841.3,27522.28,206,100,25
"1003",1,"4","3",3,1,3,"1",15,1,49254355,86100000,9799632,206,100,25
"1004",1,"4","3",3,1,3,"2",20,1,34874263,83600000,9416916,206,100,25
"1005",1,"4","2",3,1,1,"1",54,2,17336601,89300000,5701114,207,100,16.6666666666667
"1006",1,"4","2",3,1,2,"2",48,2,22555158,2.5e+07,283442.5,207,100,16.6666666666667
"1007",1,"4","2",3,1,3,"2",14,1,98813713,37500000,749468.8,207,100,16.6666666666667
"1008",1,"4","2",3,1,3,"2",16,1,90364999,64500000,7665747,207,100,16.6666666666667
"1009",1,"4","2",3,1,3,"2",17,1,86759084,99800000,2133508,207,100,16.6666666666667
"1010",1,"4","2",3,1,3,"2",13,1,65492243,91100000,9515219,207,100,16.6666666666667
"1011",1,"4","2",3,1,1,"1",48,2,70569557,39600000,5370675,208,100,50
"1012",1,"4","2",3,1,2,"2",41,2,47791258,78800000,5039099,208,100,50
"1013",1,"4","3",3,4,1,"1",38,2,27500764,65700000,8812141,209,100,12.5
"1014",1,"4","3",3,4,2,"2",35,2,56062943,90800000,6398847,209,100,12.5
"1015",1,"4","3",3,4,3,"2",3,1,87612003,31200000,9551364,209,100,12.5
"1016",1,"4","3",3,4,3,"2",9,1,95383471,99300000,5325836,209,100,12.5
"1017",1,"4","3",3,4,3,"1",2,1,1273800,95900000,6151394,209,100,12.5
"1018",1,"4","3",3,4,3,"2",6,1,32506704,71200000,5856902,209,100,12.5
"1019",1,"4","3",3,4,3,"2",11,1,36578581,20900000,3425015,209,100,12.5
"1020",1,"4","3",3,4,7,"1",48,1,99915278,48400000,7747267,209,100,12.5
"1021",1,"4","3",4,4,1,"2",65,4,24445036,10700000,3546738,210,100,100
"1022",1,"4","2",3,1,1,"1",54,2,23233017,61300000,2532091,211,100,50
"1023",1,"4","2",3,1,2,"2",49,2,23124267,34500000,3167478,211,100,50
"1024",1,"4","2",3,1,1,"1",72,2,23661833,99900000,9902977,212,100,25
"1025",1,"4","2",3,1,2,"2",63,2,65248668,56100000,5346008,212,100,25
"1026",1,"4","2",3,1,3,"1",31,2,89057451,73800000,6260855,212,100,25
"1027",1,"4","2",3,1,4,"2",30,2,5752740,32400000,630097.1,212,100,25
"1028",1,"4","2",3,1,1,"1",52,2,10356841,7255749,7616534,213,100,11.1111111111111
"1029",1,"4","2",3,1,2,"2",50,2,77012247,87700000,421996.8,213,100,11.1111111111111
"1030",1,"4","2",3,1,3,"2",13,1,63163579,91700000,7319558,213,100,11.1111111111111
"1031",1,"4","2",3,1,3,"2",15,1,7174971,1548734,725571.1,213,100,11.1111111111111
"1032",1,"4","2",3,1,3,"1",5,1,34331056,35800000,1099332,213,100,11.1111111111111
"1033",1,"4","2",3,1,3,"2",23,1,19936892,29600000,600481.9,213,100,11.1111111111111
"1034",1,"4","2",3,1,3,"2",10,1,6085585,86700000,3172751,213,100,11.1111111111111
"1035",1,"4","2",3,1,3,"2",21,1,95052552,19700000,5752286,213,100,11.1111111111111
"1036",1,"4","2",3,1,6,"2",85,4,98473930,63300000,5996763,213,100,11.1111111111111
"1037",1,"4","2",3,1,1,"1",38,2,94719923,90400000,272483.6,214,100,25
"1038",1,"4","2",3,1,2,"2",31,2,9135690,35400000,65915.91,214,100,25
"1039",1,"4","2",3,1,3,"1",6,1,70086223,37600000,453166.5,214,100,25
"1040",1,"4","2",3,1,3,"1",9,1,12152677,62900000,2430117,214,100,25
"1041",1,"4","3",3,1,1,"1",70,2,15347561,17900000,9923539,215,100,50
"1042",1,"4","3",3,1,2,"2",65,2,49268743,67200000,9761919,215,100,50
"1043",1,"4","3",3,4,1,"2",43,4,12284055,3.5e+07,2892497,216,100,33.3333333333333
"1044",1,"4","3",3,4,3,"2",17,1,52768612,53200000,2402221,216,100,33.3333333333333
"1045",1,"4","3",3,4,3,"1",13,1,39601830,68500000,5434388,216,100,33.3333333333333
"1046",1,"4","3",3,1,1,"1",56,2,41890234,20300000,6071816,217,100,20
"1047",1,"4","3",3,1,2,"2",50,2,38628811,10600000,6472655,217,100,20
"1048",1,"4","3",3,1,3,"2",29,1,52318454,37100000,9703568,217,100,20
"1049",1,"4","3",3,1,3,"1",15,1,54247296,44400000,2849653,217,100,20
"1050",1,"4","3",3,1,3,"2",21,1,19713362,68200000,3990561,217,100,20
"1051",1,"4","2",3,4,1,"1",26,2,18641123,57600000,7740431,218,100,33.3333333333333
"1052",1,"4","2",3,4,2,"2",23,2,68802154,71700000,8303099,218,100,33.3333333333333
"1053",1,"4","2",3,4,3,"1",2,1,88030833,27200000,5927809,218,100,33.3333333333333
"1054",1,"4","3",4,4,1,"1",36,2,70125866,76700000,4683687,219,100,25
"1055",1,"4","3",4,4,2,"2",32,2,35781986,21100000,8777274,219,100,25
"1056",1,"4","3",4,4,3,"2",4,1,44962925,52600000,9472204,219,100,25
"1057",1,"4","3",4,4,3,"1",14,1,35513303,48500000,4774357,219,100,25
"1058",1,"4","2",3,1,1,"1",48,2,53612888,48100000,8579588,220,100,14.2857142857143
"1059",1,"4","2",3,1,2,"2",45,2,10787322,57300000,5782756,220,100,14.2857142857143
"1060",1,"4","2",3,1,3,"2",10,1,96679795,35300000,1873982,220,100,14.2857142857143
"1061",1,"4","2",3,1,3,"1",23,2,99686688,59900000,6353534,220,100,14.2857142857143
"1062",1,"4","2",3,1,3,"1",8,1,74395478,53800000,3683379,220,100,14.2857142857143
"1063",1,"4","2",3,1,4,"2",19,2,83484596,99200000,3506223,220,100,14.2857142857143
"1064",1,"4","2",3,1,5,"1",0,1,3762434,49500000,1892720,220,100,14.2857142857143
"1065",1,"4","3",3,1,1,"2",51,4,79976189,87300000,9538524,221,100,33.3333333333333
"1066",1,"4","3",3,1,3,"1",25,2,8800516,9.2e+07,9663880,221,100,33.3333333333333
"1067",1,"4","3",3,1,4,"2",18,2,49957764,30800000,5213297,221,100,33.3333333333333
"1068",1,"4","2",3,1,1,"1",26,2,63892400,46500000,278019.7,222,100,25
"1069",1,"4","2",3,1,2,"2",24,2,53954983,72400000,9532934,222,100,25
"1070",1,"4","2",3,1,3,"2",4,1,66059929,76700000,5183541,222,100,25
"1071",1,"4","2",3,1,3,"1",2,1,4778454,26300000,3158992,222,100,25
"1072",1,"4","3",3,4,1,"1",45,2,47896215,1e+08,8922104,223,100,14.2857142857143
"1073",1,"4","3",3,4,2,"2",43,2,44529104,50400000,839282.4,223,100,14.2857142857143
"1074",1,"4","3",3,4,3,"1",4,1,81946015,89700000,8511976,223,100,14.2857142857143
"1075",1,"4","3",3,4,3,"2",6,1,94344473,66200000,171567,223,100,14.2857142857143
"1076",1,"4","3",3,4,3,"1",10,1,14800493,1e+08,3615327,223,100,14.2857142857143
"1077",1,"4","3",3,4,3,"2",2,1,24990301,7.2e+07,4014282,223,100,14.2857142857143
"1078",1,"4","3",3,4,3,"1",9,1,17984051,99500000,8697219,223,100,14.2857142857143
"1079",1,"4","2",3,1,1,"1",31,2,15031195,70900000,5717660,224,100,50
"1080",1,"4","2",3,1,2,"2",28,2,86766917,21300000,2789680,224,100,50
"1081",2,"4","3",3,1,1,"1",65,2,66460741,30400000,6663313,225,100,16.6666666666667
"1082",2,"4","3",3,1,2,"2",41,2,26453063,38300000,3315807,225,100,16.6666666666667
"1083",2,"4","3",3,1,3,"1",8,1,69260484,70200000,7759184,225,100,16.6666666666667
"1084",2,"4","3",3,1,3,"2",14,1,53286624,16400000,9188222,225,100,16.6666666666667
"1085",2,"4","3",3,1,3,"1",11,1,92065167,15200000,5107640,225,100,16.6666666666667
"1086",2,"4","3",3,1,3,"2",5,1,69227827,57400000,1606975,225,100,16.6666666666667
"1087",2,"4","3",3,4,1,"1",36,2,42036238,78300000,6656881,226,100,50
"1088",2,"4","3",3,4,2,"2",33,2,64957309,75200000,492791.1,226,100,50
"1089",2,"4","3",3,4,1,"1",31,2,90101343,99600000,1951453,227,100,25
"1090",2,"4","3",3,4,2,"2",29,2,94070816,94100000,3351852,227,100,25
"1091",2,"4","3",3,4,3,"1",2,1,40810040,23500000,5406885,227,100,25
"1092",2,"4","3",3,4,3,"1",4,1,29010305,4.5e+07,126716.7,227,100,25
"1093",2,"4","3",4,4,1,"1",27,2,96041369,28400000,532001.3,228,100,50
"1094",2,"4","3",4,4,2,"2",23,2,46629852,61500000,1323229,228,100,50
"1095",2,"4","3",4,4,1,"1",58,4,67883962,6824506,3131004,229,100,25
"1096",2,"4","3",4,4,3,"2",14,1,55704075,40100000,3144166,229,100,25
"1097",2,"4","3",4,4,3,"1",17,1,83156103,2736128,232034.1,229,100,25
"1098",2,"4","3",4,4,3,"2",20,1,65432578,38400000,2035002,229,100,25
"1099",2,"4","2",3,1,1,"1",46,2,18157269,90500000,1101393,230,100,14.2857142857143
"1100",2,"4","2",3,1,2,"2",43,2,2024455,7e+07,1850167,230,100,14.2857142857143
"1101",2,"4","2",3,1,3,"1",8,1,11907007,67800000,7668988,230,100,14.2857142857143
"1102",2,"4","2",3,1,3,"2",17,1,10137696,41300000,9817300,230,100,14.2857142857143
"1103",2,"4","2",3,1,3,"1",14,1,9734995,28100000,2051406,230,100,14.2857142857143
"1104",2,"4","2",3,1,3,"2",5,1,4694429,58700000,351589,230,100,14.2857142857143
"1105",2,"4","2",3,1,3,"1",11,1,4342173,25200000,384584.5,230,100,14.2857142857143
"1106",2,"4","2",3,1,1,"1",46,2,32623398,19900000,5175326,231,100,14.2857142857143
"1107",2,"4","2",3,1,2,"2",41,2,86883843,84300000,6721189,231,100,14.2857142857143
"1108",2,"4","2",3,1,3,"1",8,1,96249461,30100000,7414674,231,100,14.2857142857143
"1109",2,"4","2",3,1,3,"2",4,1,18901049,3464526,575308.6,231,100,14.2857142857143
"1110",2,"4","2",3,1,3,"1",11,1,71919715,86700000,5532589,231,100,14.2857142857143
"1111",2,"4","2",3,1,3,"2",13,1,94937849,47100000,7598249,231,100,14.2857142857143
"1112",2,"4","2",3,1,3,"1",16,1,602469,37600000,7271533,231,100,14.2857142857143
"1113",2,"4","3",4,4,1,"2",39,4,2029218,17400000,6503883,232,100,20
"1114",2,"4","3",4,4,3,"1",16,1,83152336,24300000,9375291,232,100,20
"1115",2,"4","3",4,4,3,"2",13,1,96829659,1.2e+07,6820576,232,100,20
"1116",2,"4","3",4,4,3,"1",10,1,30219376,40700000,587704.3,232,100,20
"1117",2,"4","3",4,4,3,"2",7,1,34955046,91900000,3426932,232,100,20
"1118",2,"4","3",3,4,1,"2",64,4,1236133,531186.6,3871679,233,100,100
"1119",2,"4","3",3,4,1,"1",29,2,83457440,93500000,3463338,234,100,33.3333333333333
"1120",2,"4","3",3,4,2,"2",27,2,70810795,96700000,4181319,234,100,33.3333333333333
"1121",2,"4","3",3,4,3,"2",2,1,42116690,73400000,687686.1,234,100,33.3333333333333
"1122",2,"4","3",4,4,1,"2",56,4,94471830,78700000,1481705,235,100,25
"1123",2,"4","3",4,4,3,"1",24,1,80011642,74300000,421557.7,235,100,25
"1124",2,"4","3",4,4,3,"1",30,1,29896763,23400000,7129578,235,100,25
"1125",2,"4","3",4,4,3,"1",27,1,75870013,98300000,6436771,235,100,25
"1126",2,"4","3",3,1,1,"1",62,2,26465470,7.3e+07,7398984,236,100,20
"1127",2,"4","3",3,1,2,"2",56,2,31814688,80800000,9244078,236,100,20
"1128",2,"4","3",3,1,3,"2",12,1,22775948,89700000,615665.9,236,100,20
"1129",2,"4","3",3,1,3,"1",16,1,36251739,35200000,5858523,236,100,20
"1130",2,"4","3",3,1,3,"1",19,1,24439237,77200000,7631866,236,100,20
"1131",2,"4","3",3,1,1,"1",36,2,61319196,83400000,2083388,237,100,14.2857142857143
"1132",2,"4","3",3,1,2,"2",34,2,77142239,95300000,9640418,237,100,14.2857142857143
"1133",2,"4","3",3,1,3,"1",13,1,67173153,9.7e+07,7040360,237,100,14.2857142857143
"1134",2,"4","3",3,1,3,"1",4,1,29186943,73900000,5248989,237,100,14.2857142857143
"1135",2,"4","3",3,1,3,"1",7,1,89378738,21400000,72695.23,237,100,14.2857142857143
"1136",2,"4","3",3,1,3,"2",10,1,45623431,9623943,5526185,237,100,14.2857142857143
"1137",2,"4","3",3,1,3,"1",15,1,91553771,42800000,736145.8,237,100,14.2857142857143
"1138",2,"4","3",3,4,1,"2",62,4,64180821,93800000,8539961,238,100,100
"1139",2,"4","3",3,4,1,"1",31,2,87261713,23700000,4777317,239,100,25
"1140",2,"4","3",3,4,2,"2",28,2,29004616,55500000,9489170,239,100,25
"1141",2,"4","3",3,4,3,"2",4,1,47311401,87500000,215202.7,239,100,25
"1142",2,"4","3",3,4,3,"1",8,1,42450762,7.3e+07,2953278,239,100,25
"1143",2,"4","3",4,4,1,"2",48,4,82225913,55900000,5002135,240,100,50
"1144",2,"4","3",4,4,3,"1",35,1,47758150,5.5e+07,1042429,240,100,50
"1145",2,"4","3",3,4,1,"1",26,2,34754053,84600000,2251495,241,100,33.3333333333333
"1146",2,"4","3",3,4,2,"2",22,2,35359836,65400000,9223880,241,100,33.3333333333333
"1147",2,"4","3",3,4,3,"2",1,1,50530672,33400000,2342807,241,100,33.3333333333333
"1148",2,"4","3",3,4,1,"2",61,4,3727459,61700000,5414251,242,100,100
"1149",2,"4","3",3,4,1,"1",31,2,50038427,15600000,6719480,243,100,20
"1150",2,"4","3",3,4,2,"2",27,2,27948928,65300000,157612.5,243,100,20
"1151",2,"4","3",3,4,3,"2",4,1,32099426,40700000,8902030,243,100,20
